,区/县,区域,小区,总价,单价,房屋户型,楼层,总面积,户型结构,套内面积,建筑类型,朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,s,交易权属,u,形式,是否满五,产权形式,是否有房本,小区均价,小区建成,style,总栋数,总楼层
97,朝阳,朝青,国美第一城2号院,558.0,57674.4,2室1厅2卫,中楼层,96.75,平层,75.25㎡,板塔结合,西南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43807,商品房,39219,普通住宅,满五年,非共有,已上传房本照片,57213,2006,塔板结合,10,27
98,朝阳,石佛营,晨光家园,470.0,56701.7,2室1厅1卫,高楼层,82.89,平层,67.93㎡,板塔结合,西南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43796,商品房,42693,普通住宅,满两年,共有,已上传房本照片,55989,1999,塔楼/塔板结合,7,26
99,海淀,北太平庄,北影小区,470.0,80204.8,2室1厅1卫,高楼层,58.6,平层,40㎡,板楼,东南南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43741,央产房,40857,普通住宅,满五年,非共有,已上传房本照片,84711,1980,塔楼/板楼/塔板结合,25,6
100,昌平,北七家,八仙别墅仙霞东里,415.0,28833.5,3室2厅2卫,中楼层,143.93,南北,㎡,简装,南北,混合结构,简装,10列无数据,11列无数据,12列无数据,13列无数据,43761,商品房,41330,别墅,满五年,非共有,已上传房本照片,37279,1994,板楼,203,5
101,朝阳,百子湾,沿海赛洛城一期,760.0,55004.7,3室1厅2卫,中楼层,138.17,平层,116㎡,板楼,东南,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43436,商品房,39659,普通住宅,满五年,非共有,已上传房本照片,61879,2007,板楼/塔板结合,13,4
102,朝阳,双井,富力城B区,760.0,85192.2,2室1厅1卫,高楼层,89.21,平层,67.46㎡,板塔结合,北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43724,商品房,38547,普通住宅,满五年,非共有,已上传房本照片,95049,2003,板楼/塔板结合,11,12
103,房山,阎村,天恒乐活城,235.0,26625.9,3室1厅1卫,低楼层,88.26,平层,72.38㎡,板塔结合,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43720,商品房,42621,普通住宅,满两年,非共有,已上传房本照片,29013,2009,塔楼/板楼/塔板结合,46,18
104,东城,永定门,华龙美晟,490.0,65499.3,2室1厅1卫,高楼层,74.81,平层,60.99㎡,塔楼,南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43766,商品房,42149,普通住宅,满两年,非共有,已上传房本照片,72092,2009,塔楼/塔板结合,5,12
105,朝阳,双桥,双惠小区,505.0,46946.2,3室1厅1卫,低楼层,107.57,平层,95.8㎡,板楼,南北,砖混结构,简装,10列无数据,11列无数据,70年,13列无数据,43328,商品房,42489,普通住宅,满两年,非共有,已上传房本照片,46652,2002,板楼,29,6
106,朝阳,常营,住欣家园,275.0,41130.7,2室1厅1卫,高楼层,66.86,平层,55.96㎡,塔楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43790,一类经济适用房,40689,普通住宅,满五年,非共有,已上传房本照片,43853,1994,塔楼/板楼/塔板结合,15,28
107,顺义,顺义城,幸福东区,240.0,37278.7,2室1厅1卫,高楼层,64.38,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43779,商品房,41131,普通住宅,满五年,共有,已上传房本照片,39389,1992,塔楼/板楼,26,6
108,石景山,苹果园,苹果园小区一区,295.0,49125.7,2室1厅1卫,中楼层,60.05,平层,41.67㎡,塔楼,东,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43758,已购公房,41072,普通住宅,满五年,非共有,已上传房本照片,47685,1972,塔楼/板楼/塔板结合,28,18
109,海淀,西二旗,领秀新硅谷1号院,950.0,67024.1,3室2厅2卫,中楼层,141.74,平层,121.12㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43816,商品房,42740,普通住宅,满两年,非共有,已上传房本照片,76764,2008,板楼,63,11
110,昌平,北七家,温泉花园A区,222.0,35674.1,2室1厅1卫,高楼层,62.23,平层,无信息,板楼,南,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43751,商品房,42017,普通住宅,满五年,非共有,已上传房本照片,29341,1992,板楼,28,5
111,海淀,海淀北部新区,冠城大通百旺府,700.0,55327.2,3室1厅2卫,中楼层,126.52,平层,104.52㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43678,商品房,39605,普通住宅,满五年,非共有,已上传房本照片,63349,1990,板楼,97,11
112,大兴,瀛海,兴海园,249.0,30167.2,2室1厅1卫,高楼层,82.54,平层,73.59㎡,板楼,东西,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43783,商品房,40829,普通住宅,满五年,共有,已上传房本照片,34733,1995,板楼/塔板结合,19,6
113,朝阳,望京,南湖东园二区,385.0,69194.8,2室1厅1卫,高楼层,55.64,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43540,已购公房,37636,普通住宅,满五年,非共有,已上传房本照片,71435,1991,塔楼/板楼/塔板结合,24,6
114,朝阳,常营,柏林爱乐四期,528.0,55873.0,2室1厅1卫,低楼层,94.5,平层,72.4㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43716,商品房,41417,普通住宅,满五年,非共有,已上传房本照片,56389,2008,板楼,12,15
115,朝阳,奥林匹克公园,上元君庭,667.0,62191.1,2室1厅1卫,低楼层,107.25,平层,84.06㎡,板楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43714,商品房,40004,普通住宅,满五年,非共有,已上传房本照片,66776,2004,板楼/塔板结合,20,32
116,房山,长阳,长阳半岛1号院,325.0,36714.9,2室1厅1卫,高楼层,88.52,平层,67.6㎡,塔楼,西南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43695,商品房,42893,普通住宅,满两年,非共有,已上传房本照片,40435,2012,塔楼/塔板结合,7,21
117,大兴,枣园,枣园东里,278.0,36057.1,2室1厅1卫,高楼层,77.1,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43779,商品房,40156,普通住宅,满五年,非共有,已上传房本照片,38881,1995,板楼,25,6
118,大兴,旧宫,清欣园甲区,216.0,24856.2,2室2厅1卫,地下室,86.9,平层,无信息,板楼,南北,钢混结构,其他,10列无数据,11列无数据,70年,13列无数据,43645,商品房,40451,普通住宅,满五年,非共有,已上传房本照片,36339,1995,板楼,16,12
119,房山,韩村河,大自然新城雅苑,135.0,19765.7,1室1厅1卫,中楼层,68.3,平层,59.84㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43739,商品房,41710,普通住宅,满五年,非共有,已上传房本照片,16688,2003,板楼,32,6
120,朝阳,双井,广馨居,588.0,55456.0,2室1厅1卫,高楼层,106.03,平层,无信息,塔楼,西南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43748,商品房,39666,普通住宅,满五年,非共有,已上传房本照片,58505,2000,塔楼/板楼,2,18
121,通州,北关,西潞苑小区,245.0,33741.9,2室2厅1卫,高楼层,72.61,平层,54.8㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43775,商品房,39455,普通住宅,满五年,非共有,已上传房本照片,38947,1995,板楼/塔板结合,63,6
122,昌平,西关环岛,建明里小区,222.0,36932.3,2室1厅1卫,高楼层,60.11,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43716,商品房,39355,普通住宅,满五年,非共有,已上传房本照片,33330,1981,板楼/塔板结合,34,5
123,大兴,大兴其它,蓝桥驿苑,210.0,26178.0,2室1厅1卫,低楼层,80.22,平层,62.29㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43638,商品房,42467,普通住宅,满两年,非共有,已上传房本照片,31134,2014,板楼,9,15
124,房山,良乡,北潞春家园,235.0,21379.2,3室1厅2卫,高楼层,109.92,平层,96.3㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,40年,13列无数据,43781,商品房,37891,普通住宅,满五年,非共有,已上传房本照片,26696,1999,塔楼/板楼/塔板结合,30,6
125,昌平,北七家,名佳花园三区,290.0,34614.5,2室1厅1卫,高楼层,83.78,平层,74.44㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43383,商品房,38667,普通住宅,满五年,非共有,已上传房本照片,37287,2003,板楼,67,6
126,大兴,枣园,康庄路52号院,288.0,33141.5,2室1厅1卫,低楼层,86.9,平层,69.63㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43775,限价商品房,40865,普通住宅,满五年,非共有,已上传房本照片,35122,2010,板楼,14,21
127,石景山,鲁谷,远洋山水,823.0,57880.3,3室2厅2卫,低楼层,142.19,平层,109.06㎡,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43813,商品房,39685,普通住宅,满五年,非共有,已上传房本照片,64993,2003,塔楼/板楼/塔板结合,31,26
128,房山,韩村河,大自然新城雅苑,139.0,14090.2,2室1厅1卫,高楼层,98.65,平层,88.19㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43647,商品房,42425,普通住宅,满两年,共有,已上传房本照片,16688,2003,板楼,32,6
129,大兴,黄村北,金惠园三里,415.0,47794.5,2室1厅1卫,低楼层,86.83,平层,77.81㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43728,商品房,39738,普通住宅,满五年,非共有,已上传房本照片,47282,1998,板楼,13,6
130,朝阳,望京,花家地北里,246.0,44412.3,2室1厅1卫,地下室,55.39,平层,46.83㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43517,商品房,41130,普通住宅,满五年,非共有,已上传房本照片,65762,1994,塔楼/板楼,13,6
131,朝阳,常营,北辰福第二号院,395.0,47333.7,2室1厅1卫,低楼层,83.45,平层,67.06㎡,板楼,南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43511,限价商品房,41487,普通住宅,满五年,非共有,已上传房本照片,50959,2008,塔楼/板楼,10,16
132,昌平,回龙观,龙华园,340.0,45357.5,2室1厅1卫,中楼层,74.96,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43740,商品房,37453,普通住宅,满五年,非共有,已上传房本照片,46157,1984,塔楼/板楼,41,6
133,朝阳,石佛营,石佛营东里小区,340.0,54028.3,2室1厅1卫,中楼层,62.93,平层,无信息,板塔结合,南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43581,已购公房,41683,普通住宅,满五年,非共有,已上传房本照片,54503,1992,塔楼/板楼/塔板结合/平房,18,13
134,丰台,刘家窑,宋家庄家园,280.0,40485.8,2室1厅1卫,低楼层,69.16,平层,58.03㎡,塔楼,西南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43586,一类经济适用房,40750,普通住宅,满五年,非共有,已上传房本照片,49323,2010,塔楼,13,29
135,朝阳,垡头,双合家园,350.0,39114.9,2室2厅1卫,低楼层,89.48,平层,71.59㎡,板楼,南北,钢混结构,毛坯,10列无数据,11列无数据,12列无数据,未知,43726,限价商品房,41828,普通住宅,满五年,非共有,已上传房本照片,42981,2012,板楼,23,22
136,朝阳,十里堡,十里堡北里,285.0,53450.9,2室1厅1卫,中楼层,53.32,平层,37.15㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43389,商品房,40527,普通住宅,满五年,非共有,已上传房本照片,56893,1980,塔楼/板楼/塔板结合,29,5
137,朝阳,惠新西街,惠新里小区,365.0,67555.1,2室1厅1卫,高楼层,54.03,平层,37.68㎡,板楼,东西,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43554,商品房,40417,普通住宅,满五年,非共有,已上传房本照片,74130,1956,塔楼/板楼/塔板结合/平房,57,6
138,顺义,顺义城,石园南区,208.0,30943.2,2室1厅1卫,高楼层,67.22,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43793,商品房,42388,普通住宅,满两年,共有,已上传房本照片,31271,1993,板楼/塔板结合,40,6
139,大兴,郁花园,郁花园一里,310.0,41605.2,2室2厅1卫,中楼层,74.51,平层,63.84㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43818,商品房,40346,普通住宅,满五年,非共有,已上传房本照片,41758,1996,塔楼/板楼/平房,42,7
140,朝阳,石佛营,八里庄北里小区,290.0,38183.0,2室1厅1卫,高楼层,75.95,平层,无信息,板塔结合,西,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43786,已购公房,43767,普通住宅,暂无数据,非共有,已上传房本照片,55618,1981,塔楼/板楼/塔板结合,43,12
141,朝阳,石佛营,公园1872,480.0,51298.5,1室1厅1卫,高楼层,93.57,平层,64.95㎡,塔楼,西,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43539,商品房,40533,普通住宅,满五年,非共有,已上传房本照片,73783,2008,塔楼/板楼,8,21
142,昌平,天通苑,天通苑东一区,340.0,33557.0,2室1厅1卫,高楼层,101.32,平层,73.52㎡,塔楼,南北,混合结构,简装,10列无数据,11列无数据,12列无数据,70年,43176,商品房,42503,普通住宅,满两年,非共有,已上传房本照片,35124,2001,塔楼/板楼/塔板结合,66,17
143,朝阳,常营,富力阳光美园,375.0,54569.3,1室1厅1卫,高楼层,68.72,平层,55.94㎡,塔楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43759,限价商品房,41022,普通住宅,满五年,非共有,已上传房本照片,52037,2010,塔楼/板楼/塔板结合,17,27
144,海淀,公主坟,翠微路20号院,650.0,81148.6,3室1厅1卫,高楼层,80.1,平层,无信息,板楼,东西北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43690,已购公房,42171,普通住宅,满两年,非共有,已上传房本照片,82815,1983,板楼,2,6
145,房山,城关,中国铁建原香漫谷,280.0,21702.1,3室2厅2卫,低楼层,129.02,平层,105.77㎡,板楼,北南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43708,商品房,43005,普通住宅,满两年,共有,已上传房本照片,22955,2012,板楼,44,18
146,朝阳,西坝河,光熙门北里,448.0,68105.8,2室1厅1卫,低楼层,65.78,平层,无信息,塔楼,东南,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43706,商品房,41108,普通住宅,满五年,非共有,已上传房本照片,68969,1985,塔楼/板楼/塔板结合,32,22
147,朝阳,朝阳公园,瞰都国际,970.0,60360.9,4室2厅2卫,中楼层,160.7,平层,122.49㎡,塔楼,西南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43412,商品房,42682,普通住宅,满两年,非共有,已上传房本照片,75022,2005,塔楼/板楼,7,25
148,大兴,天宫院南,隆盛园,188.0,22721.8,2室2厅1卫,中楼层,82.74,平层,73.01㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43813,商品房,42550,普通住宅,满两年,非共有,已上传房本照片,23263,1998,板楼,19,6
149,朝阳,大望路,CBD传奇,496.0,75208.5,1室1厅1卫,低楼层,65.95,平层,46.82㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43384,商品房,42597,普通住宅,满两年,非共有,已上传房本照片,75051,2004,塔楼/板楼/塔板结合,10,18
150,西城,天宁寺,天宁寺前街北里,550.0,92701.8,2室1厅1卫,低楼层,59.33,平层,45.47㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43892,央产房,38309,普通住宅,满五年,非共有,已上传房本照片,88238,1990,板楼,7,6
151,朝阳,大望路,珠江帝景,1610.0,89474.3,3室2厅3卫,中楼层,179.94,平层,147.66㎡,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43778,商品房,39617,普通住宅,满五年,非共有,已上传房本照片,82122,2004,塔楼/板楼/塔板结合,18,18
152,朝阳,潘家园,松榆里,186.0,46051.0,1室1厅1卫,低楼层,40.39,平层,无信息,板楼,东西,钢混结构,简装,10列无数据,70年,12列无数据,13列无数据,43559,已购公房,43192,普通住宅,暂无数据,非共有,已上传房本照片,58776,1990,塔楼/板楼,35,7
153,西城,陶然亭,福州馆前街,960.0,107298.0,3室1厅1卫,中楼层,89.47,平层,64.04㎡,板塔结合,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43759,商品房,43735,普通住宅,暂无数据,非共有,已上传房本照片,101263,1995,板楼/塔板结合,5,9
